nflId,height,weight,birthDate,collegeName,Position,displayName
52802,74.0,225,1997-07-30,Army,LB,Cole Christiansen
52808,75.0,240,1997-01-31,Liberty,DE,Jessie Lemonier
52810,75.0,243,1997-11-05,Florida State,RB,Gabe Nabers
35485,76.0,329,1988-10-10,East Carolina,NT,Linval Joseph
37123,75.0,305,1989-03-22,Penn State,G,Stefen Wisniewski
37238,75.0,291,1987-12-18,Appalachian State,C,Daniel Kilgore
40346,76.0,327,1989-12-29,Michigan,G,Patrick Omameh
40608,74.0,293,1989-02-06,Alabama,NT,Damion Square
40994,75.0,240,1989-08-06,Oklahoma,LS,James Winchester
45038,76.0,280,1995-04-22,Notre Dame,DE,Isaac Rochell
45046,76.0,205,1995-07-14,Georgia Tech,K,Harrison Butker
45571,74.0,196,1995-01-06,Brigham Young,CB,Michael Davis
46149,77.0,311,1994-10-20,Mississippi State,T,Martinas Rankin
46544,76.0,255,1995-03-06,Western Kentucky,TE,Deon Yelder
47811,78.0,295,1996-10-08,Notre Dame,DT,Jerry Tillery
47843,72.0,206,1997-05-31,Delaware,FS,Nasir Adderley
47999,76.0,320,1996-04-21,Illinois,G,Nick Allegretti
48025,74.0,293,1996-09-02,Cincinnati,DT,Cortez Broughton
52431,75.0,234,1998-11-16,Oklahoma,OLB,Kenneth Murray
52783,79.0,330,1998-05-21,Missouri,T,Yasir Durant
52791,74.0,176,1996-11-12,Florida,P,Tommy Townsend
43376,74.0,235,1993-08-20,Utah State,OLB,Nick Vigil
46200,74.0,230,1995-12-22,Arizona State,RB,Kalen Ballage
47813,71.0,180,1997-09-04,Georgia,CB,Deandre Baker
48580,78.0,260,1995-11-09,Michigan State,TE,Matt Sokol
41595,76.0,332,1991-05-09,Colorado State-Pueblo,NT,Mike Pennel
42470,72.0,243,1993-05-28,Minnesota,OLB,Damien Wilson
43459,79.0,300,1994-03-13,Harvard,C,Cole Toner
44850,76.0,309,1994-02-20,Western Kentucky,G,Forrest Lamp
44871,79.0,289,1994-06-14,Villanova,DE,Tanoh Kpassagnon
44883,76.0,310,1994-05-29,Indiana,G,Dan Feeney
45630,79.0,317,1994-05-16,Toledo,T,Storm Norton
46224,75.0,310,1995-03-23,UCLA,G,Scott Quessenberry
46342,70.0,183,1995-07-28,Miami,K,Michael Badgley
47606,73.0,247,1995-02-14,Alabama,LS,Cole Mazza
47839,70.0,187,1998-03-12,Georgia,WR,Mecole Hardman
47867,72.0,324,1996-08-09,Western Illinois,DT,Khalen Saunders
48095,77.0,315,1997-08-05,Miami,T,Tyree St. Louis
52585,74.0,255,,Michigan,DE,Michael Danna
52792,76.0,255,1998-06-25,Missouri S&amp;T,DT,Tershawn Wharton
46153,75.0,309,1996-08-28,North Carolina State,DT,Justin Jones
46320,72.0,200,1996-04-22,Northwestern,RB,Justin Jackson
52559,73.0,215,1998-01-04,Virginia,WR,Joe Reed
52645,73.0,200,1997-11-09,Tulane,CB,Thakarius Keyes
52628,72.0,197,1997-09-15,Ohio State,WR,K.J. Hill
43415,73.0,203,1994-09-21,Florida,WR,Demarcus Robinson
41330,71.0,194,1991-11-27,Florida,SS,Jaylen Watkins
52520,71.0,219,1997-11-20,UCLA,RB,Joshua Kelley
48556,73.0,212,1997-06-07,North Texas,WR,Jalen Guyton
33234,72.0,205,1985-09-09,UCLA,WR,Matt Slater
38707,72.0,200,1990-06-17,Presbyterian,CB,Justin Bethel
40217,74.0,203,1989-06-06,Texas Tech,SS,Cody Davis
42116,71.0,210,1992-03-28,Texas,SS,Adrian Phillips
43079,77.0,247,1992-05-26,James Madison,TE,Daniel Brown
45819,77.0,231,1993-02-23,Ferris State,OLB,Brady Sheldon
46527,75.0,235,1996-09-19,Washington State,OLB,Frankie Luvu
46815,75.0,202,1996-06-09,Limestone,WR,Vyncint Smith
46843,76.0,250,1995-10-01,Temple,OLB,Sharif Finch
47749,75.0,255,1994-12-15,Tennessee,FB,Jakob Johnson
47828,75.0,212,1997-12-06,Vanderbilt,CB,Joejuan Williams
47860,75.0,251,1995-04-19,Michigan,DE,Chase Winovich
47963,71.0,196,1996-04-13,Washburn,CB,Corey Ballentine
48141,71.0,199,1995-08-14,Florida Tech,SS,J.T. Hassell
48488,71.0,187,1996-04-09,Illinois,K,Chase McLaughlin
48657,73.0,195,1997-04-21,Boston College,WR,Jeff Smith
48685,73.0,235,1997-08-13,Citadel,OLB,Noah Dawkins
48988,72.0,190,1996-11-26,Bemidji State,WR,Gunner Olszewski
52445,74.0,216,1996-03-22,Lenoir-Rhyne,FS,Kyle Dugger
52990,76.0,255,1996-10-14,Ohio State,TE,Rashod Berry
53000,66.0,185,1998-01-04,Arizona,RB,J.J. Taylor
53051,70.0,190,1998-08-06,Utah,DB,Javelin Guidry
32371,73.0,222,1984-11-05,Arizona,K,Nick Folk
41069,74.0,300,1989-06-05,Iowa,C,James Ferentz
42436,78.0,301,1991-08-03,Stanford,DE,Henry Anderson
42509,75.0,245,1992-04-16,Navy,LS,Joe Cardona
42567,73.0,237,1992-05-04,Baylor,ILB,Bryce Hager
43367,77.0,308,1992-11-18,North Carolina State,T,Joe Thuney
43616,71.0,209,1992-07-15,Notre Dame,FS,Matthias Farley
44851,72.0,207,1993-03-09,Florida,FS,Marcus Maye
44892,76.0,266,1994-03-18,Ohio,OLB,Tarell Basham
44972,76.0,335,1994-12-13,Texas A&amp;M,T,Jermaine Eluemunor
45395,70.0,190,1993-07-13,Memphis,CB,Arthur Maulet
46141,76.0,315,1993-10-09,Fort Hays State,DT,Nathan Shepherd
46204,76.0,288,1996-09-26,Stephen F. Austin,DE,John Franklin-Myers
46249,76.0,318,1995-03-04,Connecticut,DT,Folorunso Fatukasi
46323,78.0,305,1995-05-17,Cincinnati,T,Korey Cunningham
47946,74.0,205,1997-06-18,Stanford,P,Jake Bailey
52566,73.0,201,,,DB,Bryce Hall
52590,75.0,350,1997-12-10,Michigan,G,Michael Onwenu
52603,77.0,290,1995-11-27,Wake Forest,T,Justin Herron
40149,78.0,255,1990-01-11,Connecticut,TE,Ryan Griffin
43700,70.0,190,1993-09-20,Auburn,CB,Jonathan Jones
46176,76.0,252,1996-02-23,Miami,TE,Christopher Herndon
46501,71.0,193,08/24/1995,Northern Iowa,DB,Elijah Campbell
52991,68.0,180,1998-01-02,Washington,DB,Myles Bryant
40077,74.0,260,1990-10-14,Ohio State,DE,John Simon
41308,71.0,205,1992-03-02,Florida State,SS,Terrence Brooks
41319,74.0,216,1993-08-06,Mississippi,WR,Donte Moncrief
46279,69.0,190,1995-10-06,Miami,WR,Braxton Berrios
34654,71.0,195,1987-08-13,Rutgers,CB,Jason McCourty
42771,74.0,234,1993-04-06,Marshall,ILB,Neville Hewitt
45144,74.0,246,1994-06-11,Duke,LS,Thomas Hennessy
52599,71.0,190,1997-11-24,Texas A&amp;M,P,Braden Mann
53054,75.0,215,1998-04-13,Nebraska,DB,Lamar Jackson
41359,70.0,205,1992-02-03,Wisconsin,RB,James White
47815,76.0,225,1997-12-17,Arizona State,WR,N'Keal Harry
43364,76.0,260,1992-03-20,Michigan State,OLB,Shilique Calhoun
39684,75.0,305,1990-02-26,Pennsylvania,G,Greg Van Roten
40048,73.0,307,1991-11-29,Illinois,DT,Akeem Spence
43433,76.0,306,1993-04-27,Missouri,C,Connor McGovern
44944,77.0,275,1994-07-26,Arkansas,DE,Deatrich Wise
45024,80.0,305,1992-10-19,UCLA,T,Conor McDermott
47875,75.0,308,1997-05-25,Southern California,T,Chuma Edoga
47942,75.0,300,1996-05-20,Maryland,DT,Byron Cowart
52612,72.0,248,1998-10-03,Wyoming,ILB,Cassh Maluia
53053,75.0,255,1998-04-17,Memphis,DE,Bryce Huff
41299,75.0,330,1993-11-29,USC,C,Marcus Martin
46212,74.0,255,1996-08-24,Purdue,ILB,Ja'Whaun Bentley
37224,68.0,195,1990-09-27,Pittsburgh,RB,Dion Lewis
38701,72.0,191,1987-12-27,Missouri Western,K,Greg Zuerlein
38737,72.0,215,1988-12-14,Ohio State,SS,Nate Ebner
40081,80.0,268,1991-07-30,Stanford,TE,Levine Toilolo
41599,73.0,232,1991-05-06,South Carolina State,ILB,Joe Thomas
42094,75.0,190,1990-02-04,"California, Pa.",CB,C.J. Goodwin
42512,74.0,245,1993-08-08,Texas State,ILB,David Mayo
44872,72.0,202,1995-05-24,Colorado,CB,Chidobe Awuzie
45052,74.0,225,1996-01-06,Ohio State,WR,Noah Brown
46294,74.0,252,1995-10-18,California,ILB,Devante Downs
46916,73.0,210,1995-12-14,Oklahoma,FS,Steven Parker
47959,77.0,252,1997-04-24,Stanford,TE,Kaden Smith
48555,75.0,245,1995-08-28,Nebraska,OLB,Luke Gifford
52531,73.0,197,1997-04-14,Tulsa,FS,Reggie Robinson
52591,77.0,233,1998-04-01,Penn State,OLB,Cam Brown
52626,76.0,245,,Minnesota,OLB,Carter Coughlin
52646,73.0,230,1997-12-03,South Carolina,ILB,T.J. Brunson
52718,77.0,270,1997-06-25,Dartmouth,DE,Niko Lalos
52771,74.0,215,1997-08-31,Ohio State,WR,Austin Mack
52930,73.0,235,1995-04-08,Utah,LB,Francis Bernard
52931,75.0,269,1997-07-03,James Madison,DE,Ron'Dell Carter
53041,72.0,215,1998-06-14,South Carolina,RB,Rico Dowdle
35102,74.0,202,1987-04-09,Florida State,K,Graham Gano
35494,74.0,245,1986-07-22,Penn State,OLB,Sean Lee
38557,76.0,315,1990-03-08,Wisconsin,G,Kevin Zeitler
38611,76.0,290,1989-11-22,Boise State,DE,Tyrone Crawford
41263,75.0,265,1992-04-28,Boise State,DE,Demarcus Lawrence
41369,78.0,320,1992-09-03,Stanford,T,Cameron Fleming
41797,73.0,250,1990-08-13,Iowa,LS,Casey Kreiter
42403,77.0,255,1992-11-23,Nebraska,DE,Randy Gregory
43323,74.0,245,1995-06-14,Notre Dame,ILB,Jaylon Smith
43517,76.0,221,1993-08-24,Syracuse,P,Riley Dixon
44867,75.0,318,1994-02-28,Alabama,NT,Dalvin Tomlinson
45414,75.0,325,1994-06-08,UCLA,DT,Eli Ankou
46185,76.0,255,1997-06-10,Kansas,DE,Dorance Armstrong
46629,77.0,307,1995-11-27,Nebraska,C,Nick Gates
47800,76.0,342,1997-11-12,Clemson,DE,Dexter Lawrence
47996,72.0,204,1995-02-21,Texas A&amp;M,SS,Donovan Wilson
52412,77.0,326,1999-01-22,Georgia,T,Andrew Thomas
52558,76.0,317,1997-05-12,Oregon,G,Shane Lemieux
42460,78.0,252,1991-08-07,Oklahoma,TE,Blake Bell
44837,71.0,213,1995-10-04,Michigan,SS,Jabrill Peppers
45042,74.0,205,1993-10-06,Miami,FS,Adrian Colbert
45255,73.0,180,1993-12-12,Chattanooga,WR,C.J. Board
46998,74.0,200,1996-01-30,Illinois,WR,Malik Turner
47891,71.0,193,1998-03-19,Notre Dame,FS,Julian Love
47911,72.0,209,1997-04-30,Memphis,RB,Tony Pollard
52934,77.0,246,1997-12-28,Michigan,TE,Sean McKeon
30452,77.0,256,1981-03-13,California,LS,L.P. Ladouceur
40031,71.0,195,1991-02-09,Rutgers,FS,Logan Ryan
43351,73.0,212,1993-08-04,Samford,CB,James Bradberry
46168,73.0,190,1996-02-20,Boston College,CB,Isaac Yiadom
46277,77.0,188,1995-03-10,Boise State,WR,Cedrick Wilson
50975,77.0,243,,,P,Hunter Niswander
52444,73.0,197,1998-08-08,"Alabama-Tuscaloosa, University",DB,Xavier McKinney
38647,75.0,315,1990-08-31,Wake Forest,C,Joe Looney
42349,77.0,302,1994-06-20,Southern California,DT,Leonard Williams
46119,77.0,298,1997-05-12,Texas,G,Connor Williams
46138,75.0,311,1995-04-20,North Carolina State,DT,B.J. Hill
46281,78.0,305,1994-09-08,Wagner,T,Greg Senat
48560,77.0,314,1997-04-01,Indiana,T,Brandon Knight
52554,75.0,320,1997-11-20,Wisconsin,C,Tyler Biadasz
52938,78.0,310,1997-06-04,Texas Tech,T,Terence Steele
52425,74.0,189,1999-04-08,Oklahoma,WR,CeeDee Lamb
52663,75.0,235,1997-03-12,Georgia,ILB,Tae Crowder
47873,77.0,308,1997-11-03,Penn State,G,Connor McGovern
40125,74.0,203,1990-10-01,Florida State,K,Dustin Hopkins
43861,71.0,225,1994-02-27,Auburn,RB,Peyton Barber
44021,73.0,238,1993-07-19,Utah,OLB,Jared Norris
44893,72.0,204,1994-04-09,UCLA,CB,Fabian Moreau
45021,72.0,204,1994-11-01,Auburn,SS,Rudy Ford
45307,71.0,200,1995-06-30,Notre Dame,FS,Cole Luke
45599,70.0,220,1994-11-02,Wisconsin,RB,Corey Clement
46178,73.0,206,1995-04-11,Penn State,FS,Troy Apke
46329,69.0,190,1995-11-17,Southern U.,CB,Danny Johnson
46647,75.0,259,1995-07-12,Central Michigan,DE,Joe Ostman
47840,74.0,225,1996-12-31,Stanford,WR,J.J. Arcega-Whiteside
47967,74.0,215,1995-09-13,Old Dominion,WR,Travis Fulgham
48037,76.0,240,1996-07-15,UCLA,TE,Caleb Wilson
48516,73.0,240,1996-08-12,Wisconsin,ILB,T.J. Edwards
48588,75.0,235,1996-10-15,California,ILB,Jordan Kunaszyk
52570,72.0,220,1997-12-06,Michigan,OLB,Khaleke Hudson
52580,69.0,193,1998-04-20,New Mexico State,RB,Jason Huntley
52637,75.0,265,,North Carolina State,DE,James Smith-Williams
52641,76.0,247,1996-08-22,Stanford,DE,Casey Toohill
52797,74.0,235,1998-02-26,Michigan State,LB,Joe Bachie
52904,72.0,205,1998-06-12,Army,DB,Elijah Riley
53092,73.0,220,1997-04-20,Florida Atlantic,ILB,Rashad Smith
37089,76.0,265,1988-08-16,Purdue,DE,Ryan Kerrigan
39998,73.0,245,1991-05-05,Florida,ILB,Jon Bostic
42929,74.0,242,1993-12-07,Montana State,OLB,Alex Singleton
42942,74.0,249,1992-09-09,Old Dominion,LS,Rick Lovato
43485,70.0,185,1993-08-08,Auburn,SS,Blake Countess
45603,71.0,194,1992-02-24,Ohio State,P,Cameron Johnston
46082,75.0,320,1997-05-27,Alabama,DT,Daron Payne
46232,75.0,308,1997-07-11,Virginia Tech,DT,Tim Settle
46649,71.0,205,1996-08-29,South Alabama,FS,Jeremy Reaves
47809,78.0,262,1996-09-04,Mississippi State,DE,Montez Sweat
47974,72.0,191,1996-01-27,Wyoming,SS,Marcus Epps
48010,71.0,182,1995-08-26,James Madison,CB,Jimmy Moreland
48051,70.0,176,1997-03-31,Kansas,WR,Steven Sims
34933,73.0,256,1987-07-29,California,LS,Nick Sundberg
35452,74.0,265,1988-04-03,Michigan,DE,Brandon Graham
38589,75.0,279,1988-06-30,Marshall,DE,Vinny Curry
38667,77.0,290,1990-01-11,Tennessee,DT,Malik Jackson
39984,72.0,190,1991-01-01,Mississippi State,CB,Darius Slay
40600,73.0,220,1990-04-18,Oklahoma,P,Tress Way
41295,78.0,330,1991-03-03,Virginia,T,Morgan Moses
41349,78.0,250,1991-07-01,Virginia Tech,TE,Logan Thomas
41563,80.0,328,1991-07-18,Kansas State,T,Cornelius Lucas
42348,77.0,315,1991-12-26,Iowa,G,Brandon Scherff
43484,77.0,314,1993-09-11,San Jose State,G,Wes Schweitzer
44967,77.0,255,1994-08-10,Arkansas,TE,Jeremy Sprinkle
46219,72.0,250,1995-04-26,Memphis,OLB,Genard Avery
47914,75.0,316,1996-05-09,Indiana,G,Wes Martin
52535,71.0,208,1997-07-25,Clemson,DB,K'Von Wallace
52564,75.0,310,1998-07-25,San Diego State,C,Keith Ismael
52909,76.0,303,1997-02-14,Michigan State,DT,Raequan Williams
53020,71.0,200,,,DB,Jameson Houston
43368,76.0,303,1993-10-29,Oregon State,G,Isaac Seumalo
44966,69.0,167,1995-01-21,Memphis,K,Jake Elliott
46275,79.0,332,1994-12-16,Texas Christian,G,Matt Pryor
47097,78.0,291,1996-09-01,Army,T,Brett Toth
47936,76.0,315,1995-05-05,Alabama,C,Ross Pierschbacher
48513,76.0,334,1998-07-10,Stanford,G,Nate Herbig
52618,79.0,310,1997-11-22,Auburn,T,Prince Tega Wanogho
52624,74.0,203,,Arkansas,FS,Kamren Curl
52901,76.0,295,1997-06-07,Western Michigan,C,Luke Juriga
52897,70.0,190,1997-09-04,Baylor,DB,Grayland Arnold
53044,74.0,220,1997-01-13,Temple,WR,Isaiah Wright
45607,71.0,190,1995-07-12,Houston,WR,Greg Ward
43092,72.0,299,1992-11-23,North Carolina State,DT,T.Y. McGill
43378,74.0,305,1993-02-07,South Carolina State,DT,Javon Hargrave
40018,73.0,190,1989-12-05,Connecticut,CB,Blidi Wreh-Wilson
40408,73.0,240,1990-11-03,Virginia,OLB,LaRoy Reynolds
41808,72.0,240,1992-04-08,San Jose State,FB,Keith Smith
42575,75.0,245,1992-02-23,Newberry,OLB,Edmond Robinson
43397,71.0,190,1993-09-07,North Carolina Central,CB,Ryan Smith
43712,72.0,198,1991-10-14,Florida Atlantic,CB,Sharrod Neasman
43757,71.0,202,1992-10-28,Connecticut,SS,Andrew Adams
44029,71.0,170,1994-04-21,Washington,WR,Jaydon Mickens
44834,75.0,250,1995-03-06,Missouri,OLB,Charles Harris
44969,73.0,219,1995-11-09,Wyoming,RB,Brian Hill
45063,76.0,270,1993-11-01,Eastern Michigan,DE,Pat O'Connor
45321,78.0,256,1993-05-28,"Laval, Can.",TE,Antony Auclair
45576,70.0,195,1994-08-03,Georgia Southern,K,Younghoe Koo
46213,75.0,215,1996-04-04,Pennsylvania,WR,Justin Watson
46271,74.0,238,1996-05-05,Wisconsin,ILB,Jack Cichy
46394,73.0,181,1996-06-08,Northern Illinois,WR,Christian Blake
46959,76.0,250,1995-10-10,Yale,TE,Jaeden Graham
48388,74.0,190,1997-11-11,Florida Atlantic,DB,Herb Miller
52484,70.0,215,1997-05-04,Vanderbilt,RB,Ke'Shawn Vaughn
52542,74.0,210,1997-08-25,California,FS,Jaylinn Hawkins
52649,73.0,230,1997-01-20,Temple,LB,Chapelle Russell
52947,75.0,240,1997-12-14,Wagner,OLB,Cam Gill
34707,74.0,218,1986-09-19,South Carolina,K,Ryan Succop
37161,75.0,288,1989-03-25,Miami,DE,Allen Bailey
40095,75.0,263,1990-09-16,Buffalo,DE,Steven Means
41667,78.0,306,1991-02-14,James Madison,T,Josh Wells
42404,76.0,307,1993-04-17,Hobart,G,Ali Marpet
42480,72.0,305,1993-04-28,Clemson,DT,Grady Jarrett
42497,74.0,309,1992-09-03,Fresno State,DT,Tyeler Davison
42508,77.0,240,1994-06-01,Clemson,P,Bradley Pinion
42560,74.0,307,1993-07-03,Southern Mississippi,DT,Rakeem Nunez-Roches
43341,73.0,227,1994-11-04,Louisiana State,MLB,Deion Jones
43444,78.0,298,1993-03-11,North Dakota State,T,Joe Haeg
44376,74.0,245,1991-01-30,Assumption,LS,Zach Triner
46127,72.0,210,1996-09-30,Colorado,CB,Isaiah Oliver
46163,78.0,305,1995-01-27,Humboldt State,G,Alex Cappa
46269,74.0,215,1995-08-02,Yale,MLB,Foyesade Oluokun
46852,75.0,312,1994-02-18,James Madison,G,Aaron Stinnie
47894,70.0,212,1996-05-30,Ohio State,CB,Kendall Sheffield
47918,77.0,285,1995-11-22,"Charleston, W. Va.",DT,John Cominsky
52421,77.0,322,1999-01-24,Iowa,T,Tristan Wirfs
52424,74.0,190,1998-09-23,Clemson,CB,A.J. Terrell
37179,77.0,253,1988-07-17,Tennessee,TE,Luke Stocker
43312,74.0,215,1995-06-14,Mississippi,WR,Laquon Treadwell
47822,72.0,195,1997-06-19,Central Michigan,CB,Sean Murphy-Bunting
52527,75.0,219,1997-08-28,Fresno State,OLB,Mykal Walker
52691,68.0,180,1997-12-19,Tennessee State,WR,Chris Rowland
37098,77.0,321,1989-03-22,Alabama,G,James Carpenter
38588,73.0,233,1990-01-23,Nebraska,ILB,Lavonte David
38785,73.0,224,1989-04-27,Auburn,LS,Josh Harris
39993,72.0,246,1990-12-03,Louisiana State,ILB,Kevin Minter
40074,78.0,281,1991-07-31,Michigan State,DE,William Gholston
41232,77.0,309,1992-02-11,Texas A&amp;M,T,Jake Matthews
41630,75.0,317,1992-05-31,Central Florida,C,Justin McCray
46186,70.0,198,1997-03-18,Pittsburgh,SS,Jordan Whitehead
46402,76.0,305,1996-05-10,Wesley,T,Matt Gono
47797,76.0,307,1997-02-08,Boston College,G,Chris Lindstrom
47814,78.0,306,1995-02-22,Washington,T,Kaleb McGary
47890,79.0,272,1997-03-04,Iowa,OLB,Anthony Nelson
52602,74.0,315,1996-08-22,Nebraska,DT,Khalil Davis
52636,69.0,199,1996-12-05,Syracuse,P,Sterling Hofrichter
41338,72.0,191,1991-08-06,Duke,CB,Ross Cockrell
46416,74.0,285,1996-07-25,UCLA,DE,Jacob Tuioti-Mariner
52455,75.0,279,1998-05-11,Auburn,DT,Marlon Davidson
52453,69.0,205,1998-08-16,Minnesota,FS,Antoine Winfield
38643,76.0,240,1989-04-26,Wake Forest,OLB,Kyle Wilber
39109,75.0,240,1990-07-25,Beloit,TE,Derek Carrier
40276,75.0,201,1991-07-25,Temple,K,Brandon McManus
40656,73.0,212,1991-05-14,Saginaw Valley State,SS,Jeff Heath
42992,74.0,190,1993-01-15,Pittsburg State,CB,De'Vante Bausby
43425,71.0,219,1992-05-27,Utah,RB,Devontae Booker
44866,74.0,242,1995-11-17,Ohio State,ILB,Raekwon McMillan
45352,72.0,240,1994-01-10,Villanova,ILB,Austin Calitro
45533,72.0,231,1994-02-21,Northwestern,ILB,Joseph Jones
45578,73.0,235,1994-09-04,Notre Dame,OLB,James Onwualu
46387,75.0,295,1995-05-23,Tennessee,DT,Kendal Vickers
46908,70.0,195,1994-08-08,Utah State,FS,Dallin Leavitt
47920,76.0,250,1997-05-06,Louisiana State,TE,Foster Moreau
48082,74.0,188,1996-01-26,Stanford,DB,Alijah Holder
48091,74.0,240,1996-05-20,Colorado State,ILB,Josh Watson
48096,75.0,255,1996-05-15,Texas,TE,Andrew Beck
48233,73.0,242,1996-07-09,Wisconsin,FB,Alec Ingold
48241,70.0,200,1997-06-22,South Carolina,CB,Keisean Nixon
48447,70.0,202,1997-02-12,Texas,FS,P.J. Locke
52660,74.0,205,1997-09-20,Florida,WR,Tyrie Cleveland
52662,77.0,246,,North Dakota State,OLB,Derrek Tuszka
52814,69.0,188,1996-11-28,Western Michigan,RB,LeVante Bellamy
42051,68.0,170,1992-03-19,McNeese State,WR,Diontae Spencer
45345,72.0,225,1995-07-10,Greenville,OLB,Nicholas Morrow
46451,75.0,240,1995-05-19,Colorado State,LS,Trent Sieg
48335,76.0,220,1995-11-27,North Carolina State,P,A.J. Cole
39997,75.0,340,1992-03-30,Ohio State,DT,Johnathan Hankins
40113,73.0,211,1990-02-27,Appalachian State,P,Sam Martin
41362,69.0,192,1991-04-23,Utah State,CB,Nevin Lawson
43797,75.0,228,1993-11-18,Washington,OLB,Cory Littleton
44832,77.0,300,1992-05-27,Utah,T,Garett Bolles
44863,76.0,280,1994-09-30,Florida State,DE,DeMarcus Walker
45550,78.0,329,1995-02-10,Massachusetts,T,Elijah Wilkinson
46156,77.0,240,1996-05-03,Louisiana State,DE,Arden Key
46370,78.0,300,1995-09-18,Texas Christian,G,Austin Schlottmann
47823,74.0,200,1997-09-20,Clemson,CB,Trayvon Mullen
47824,77.0,312,1995-07-13,Kansas State,G,Dalton Risner
47854,75.0,281,1997-01-05,Ohio State,DT,Dre'Mont Jones
47889,77.0,255,1997-08-22,Eastern Michigan,DE,Maxx Crosby
48094,77.0,300,1996-03-25,Texas,T,Calvin Anderson
51272,74.0,235,1997-05-28,Northern Colorado,LS,Jacob Bobenmoyer
52589,75.0,307,1999-03-27,Fresno State,G,Netane Muti
39974,74.0,328,1988-11-21,North Carolina,DT,Sylvester Williams
41279,75.0,252,1993-01-17,Georgia Tech,OLB,Jeremiah Attaochu
41310,75.0,336,1991-07-12,Mississippi State,G,Gabe Jackson
42826,73.0,292,1992-12-29,Clemson,DT,DeShawn Williams
43387,74.0,202,1993-11-19,Boston College,FS,Justin Simmons
45196,78.0,300,1994-01-05,Michigan,C,Erik Magnuson
46084,80.0,325,1995-10-09,UCLA,T,Kolton Miller
46134,80.0,320,1995-10-21,North Carolina A&amp;T,T,Brandon Parker
46175,73.0,236,1994-12-25,Iowa,ILB,Josey Jewell
46236,77.0,215,1995-01-23,Auburn,K,Daniel Carlson
48235,76.0,300,1997-05-02,UCLA,C,Andre James
52517,76.0,330,1997-08-19,Clemson,G,John Simpson
46225,78.0,248,1995-02-17,Wisconsin,TE,Troy Fumagalli
47810,72.0,205,1996-10-25,Mississippi State,SS,Johnathan Abram
43356,74.0,308,1995-04-08,Nebraska,DT,Maliek Collins
52485,73.0,200,1997-09-12,Iowa,CB,Michael Ojemudia
47932,70.0,185,1995-12-21,Clemson,WR,Hunter Renfrow
44971,72.0,185,1994-06-30,Temple,CB,Nate Hairston
52420,72.0,190,1999-01-24,Alabama,WR,Henry Ruggs
52491,76.0,315,1997-11-22,Louisiana State,C,Lloyd Cushenberry
46140,72.0,238,1996-02-24,Oregon,RB,Royce Freeman
37117,75.0,254,1987-02-28,Arizona,OLB,Brooks Reed
40248,71.0,225,1990-11-27,Auburn,ILB,Daren Bates
40326,73.0,235,1989-09-19,Nebraska,ILB,Will Compton
42496,75.0,250,1991-08-16,North Dakota State,OLB,Kyle Emanuel
43062,73.0,240,1991-08-15,Cal Poly,ILB,Nick Dzubnar
43584,68.0,182,1994-08-08,Holy Cross,WR,Kalif Raymond
43854,76.0,263,1993-07-31,Stanford,OLB,Brennan Scarlett
44964,70.0,201,1994-12-14,Iowa,CB,Desmond King
45339,78.0,258,1994-05-04,Oregon,TE,Pharaoh Brown
46278,72.0,185,1995-09-22,Southern Mississippi,CB,Cornell Armstrong
46283,75.0,254,1995-06-26,Stanford,ILB,Peter Kalambayi
46506,71.0,202,1995-02-26,Tulane,RB,Dontrell Hilliard
46633,73.0,218,1996-03-27,Florida Atlantic,RB,Buddy Howell
46669,71.0,210,1995-07-22,Missouri Western,CB,Jonathan Owens
46846,72.0,203,1995-08-28,Nebraska,CB,Joshua Kalu
47869,77.0,250,1997-03-23,San Diego State,TE,Kahale Warring
47899,71.0,210,1998-06-14,Iowa,FS,Amani Hooker
48557,74.0,224,1996-04-06,Northwestern,ILB,Nate Hall
52501,71.0,200,1998-07-09,Appalachian State,RB,Darrynton Evans
52656,68.0,205,1997-09-19,"Miami, O.",K,Sam Sloman
52972,68.0,211,1997-10-06,Mississippi,RB,Scottie Phillips
53074,75.0,215,1997-03-21,Indiana,WR,Nick Westbrook-Ikhine
35731,70.0,242,1986-02-17,Baylor,LS,Jonathan Weeks
38600,75.0,205,1988-10-06,California,P,Bryan Anger
38688,77.0,288,1988-09-07,Penn State,DT,Jack Crawford
41341,76.0,322,1991-12-27,Penn State,NT,DaQuan Jones
42513,72.0,195,1993-05-03,Towson,CB,Tye Smith
43075,74.0,228,1992-04-11,West Georgia,ILB,Tyrell Adams
44869,75.0,238,1994-12-02,Vanderbilt,ILB,Zach Cunningham
46841,77.0,290,1995-11-09,UCLA,DT,Matt Dickerson
47802,76.0,300,1997-07-28,Mississippi State,DT,Jeffery Simmons
52469,72.0,200,1998-09-03,Louisiana State,CB,Kristian Fulton
33338,74.0,214,1986-02-17,Toledo,P,Brett Kern
35330,73.0,243,1985-07-06,Western Washington,LS,Matt Overton
42486,74.0,243,1992-03-24,Southern Illinois,TE,MyCole Pruitt
42589,76.0,260,1993-09-16,Texas,TE,Geoff Swaim
46172,71.0,180,1997-01-14,Texas Tech,WR,Keke Coutee
46339,70.0,186,1994-05-02,Southern California,WR,Steven Mitchell
48207,72.0,233,1996-07-01,Vanderbilt,FB,Khari Blasingame
48257,70.0,192,1996-10-10,Clemson,CB,Mark Fields
