gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsResult,kickerId,returnerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,kickLength,kickReturnYardage,playResult,absoluteYardlineNumber
2018110401,1471,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback. Kick through end zone.",2,0,0,CHI,Touchback,41688.0,,CHI,35,07:07:00,,,,0,14,75.0,,40,75
2018110401,1861,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback. Kick through end zone.",2,0,0,CHI,Touchback,41688.0,,CHI,35,03:32:00,,,,0,21,75.0,,40,75
2018110401,2310,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback.",2,0,0,CHI,Touchback,41688.0,,CHI,35,00:44:00,,,,0,28,75.0,,40,75
2018110401,2668,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback. Kick through end zone.",3,0,0,CHI,Touchback,41688.0,,CHI,35,15:00:00,,,,0,28,75.0,,40,75
2018110401,3012,"S.Hauschka kicks 65 yards from BUF 35 to end zone, Touchback. Kick stopped 8 yds. into end zone.",3,0,0,BUF,Touchback,33469.0,,BUF,35,11:01:00,,,,3,28,73.0,,40,45
2018110401,3191,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback. Kick through end zone.",3,0,0,CHI,Touchback,41688.0,,CHI,35,08:13:00,,,,3,31,75.0,,40,75
2018110401,3813,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback. Kick through end zone.",4,0,0,CHI,Touchback,41688.0,,CHI,35,13:33:00,,,,3,34,75.0,,40,45
2018110401,4373,S.Hauschka kicks onside 15 yards from BUF 35 to 50. A.Miller (didn't try to advance) to 50 for no gain.,4,0,0,BUF,Return,33469.0,,BUF,35,05:41:00,,,,9,34,15.0,0.0,15,75
2018110401,4580,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback. Kick through end zone.",4,0,0,CHI,Touchback,41688.0,,CHI,35,04:36:00,,,,9,41,75.0,,40,45
2018110402,36,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",1,0,0,CAR,Touchback,35102.0,,CAR,35,15:00:00,,,,0,0,70.0,,40,75
2018110402,364,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",1,0,0,CAR,Touchback,35102.0,,CAR,35,10:34:00,,,,7,0,74.0,,40,75
2018110402,815,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",1,0,0,CAR,Touchback,35102.0,,CAR,35,03:14:00,,,,14,0,73.0,,40,75
2018110402,1070,"C.Catanzaro kicks 65 yards from TB 35 to end zone, Touchback.",2,0,0,TB,Touchback,41736.0,,TB,35,14:15:00,,,,14,7,74.0,,40,75
2018110402,1208,G.Gano kicks 70 yards from CAR 35 to TB -5. S.Wilson to TB 20 for 25 yards (R.Gaulden).,2,0,0,CAR,Return,35102.0,46805,CAR,35,11:20:00,,,,21,7,70.0,25.0,45,45
2018110402,1464,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",2,0,0,CAR,Touchback,35102.0,,CAR,35,07:24:00,,,,28,7,70.0,,40,45
2018110402,1738,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",2,0,0,CAR,Touchback,35102.0,,CAR,35,04:01:00,,,,35,7,74.0,,40,45
2018110402,2104,"C.Catanzaro kicks 65 yards from TB 35 to end zone, Touchback.",2,0,0,TB,Touchback,41736.0,,TB,35,00:15:00,,,,35,14,74.0,,40,75
2018110402,2157,"C.Catanzaro kicks 65 yards from TB 35 to end zone, Touchback.",3,0,0,TB,Touchback,41736.0,,TB,35,15:00:00,,,,35,14,74.0,,40,75
2018110402,2704,"C.Catanzaro kicks 65 yards from TB 35 to end zone, Touchback.",3,0,0,TB,Touchback,41736.0,,TB,35,05:14:00,,,,35,21,72.0,,40,75
2018110402,3264,"C.Catanzaro kicks 65 yards from TB 35 to end zone, Touchback.",4,0,0,TB,Touchback,41736.0,,TB,35,14:24:00,,,,35,28,73.0,,40,45
2018110402,3537,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",4,0,0,CAR,Touchback,35102.0,,CAR,35,09:04:00,,,,42,28,72.0,,40,75
2018110403,36,"H.Butker kicks 65 yards from KC 35 to end zone, Touchback.",1,0,0,KC,Touchback,45046.0,,KC,35,15:00:00,,,,0,0,75.0,,40,45
2018110403,497,"H.Butker kicks 65 yards from KC 35 to end zone, Touchback.",1,0,0,KC,Touchback,45046.0,,KC,35,08:14:00,,,,0,7,73.0,,40,45
2018110403,754,G.Joseph kicks 59 yards from CLE 35 to KC 6. Tr. Smith to KC 25 for 19 yards (T.Thomas).,1,0,0,CLE,Return,46634.0,46265,CLE,35,02:45:00,,,,3,7,59.0,19.0,40,75
2018110403,1054,"H.Butker kicks 65 yards from KC 35 to end zone, Touchback.",2,0,0,KC,Touchback,45046.0,,KC,35,13:30:00,,,,3,14,73.0,,40,75
2018110403,1363,"G.Joseph kicks 65 yards from CLE 35 to end zone, Touchback.",2,0,0,CLE,Touchback,46634.0,,CLE,35,06:29:00,,,,9,14,75.0,,40,45
2018110403,1615,H.Butker kicks 60 yards from KC 35 to CLE 5. D.Hilliard to CLE 21 for 16 yards (D.O'Daniel).,2,0,0,KC,Return,45046.0,46506,KC,35,02:24:00,,,,9,21,60.0,16.0,44,75
2018110403,1983,G.Joseph kicks 64 yards from CLE 35 to KC 1. Tr. Smith to KC 35 for 34 yards (T.Carrie).,2,0,0,CLE,Return,46634.0,46265,CLE,35,00:26:00,,,,15,21,64.0,34.0,30,45
2018110403,2185,"G.Joseph kicks 65 yards from CLE 35 to end zone, Touchback.",3,0,0,CLE,Touchback,46634.0,,CLE,35,15:00:00,,,,15,21,75.0,,40,45
2018110403,2508,"H.Butker kicks 65 yards from KC 35 to end zone, Touchback.",3,0,0,KC,Touchback,45046.0,,KC,35,10:03:00,,,,15,28,75.0,,40,75
2018110403,2750,"H.Butker kicks 65 yards from KC 35 to end zone, Touchback.",3,0,0,KC,Touchback,45046.0,,KC,35,07:28:00,,,,15,34,75.0,,40,75
2018110403,3181,"G.Joseph kicks 65 yards from CLE 35 to end zone, Touchback.",4,0,0,CLE,Touchback,46634.0,,CLE,35,14:57:00,,,,21,34,75.0,,40,75
2018110403,3436,"H.Butker kicks 65 yards from KC 35 to end zone, Touchback.",4,0,0,KC,Touchback,45046.0,,KC,35,09:27:00,,,,21,37,73.0,,40,45
2018110404,36,"J.Myers kicks 65 yards from NYJ 35 to end zone, Touchback.",1,0,0,NYJ,Touchback,41175.0,,NYJ,35,15:00:00,,,,0,0,70.0,,40,75
2018110404,947,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",2,0,0,MIA,Touchback,46298.0,,MIA,35,12:39:00,,,,3,0,68.0,,40,75
2018110404,1656,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",2,0,0,MIA,Touchback,46298.0,,MIA,35,01:11:00,,,,6,0,70.0,,40,75
2018110404,1880,J.Myers kicks 74 yards from NYJ 35 to MIA -9. S.Perry to MIA 15 for 24 yards (J.Jenkins; N.Hewitt).,2,0,0,NYJ,Return,41175.0,41997,NYJ,35,00:20:00,,,,6,3,74.0,24.0,50,45
2018110404,1940,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",3,0,0,MIA,Touchback,46298.0,,MIA,35,15:00:00,,,,6,3,73.0,,40,45
2018110404,2991,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",4,0,0,MIA,Touchback,46298.0,,MIA,35,10:48:00,,,,13,3,69.0,,40,75
2018110404,3261,"J.Myers kicks 65 yards from NYJ 35 to end zone, Touchback.",4,0,0,NYJ,Touchback,41175.0,,NYJ,35,05:57:00,,,,13,6,75.0,,40,45
2018110405,36,S.Martin kicks 45 yards from DET 35 to MIN 20. B.Zylstra to MIN 35 for 15 yards (T.Bates; M.Killebrew).,1,0,0,DET,Return,40113.0,44123,DET,35,15:00:00,,,,0,0,45.0,15.0,30,45
2018110405,306,"D.Bailey kicks 65 yards from MIN 35 to end zone, Touchback.",1,0,0,MIN,Touchback,38134.0,,MIN,35,09:53:00,,,,7,0,75.0,,40,75
2018110405,947,"S.Martin kicks 65 yards from DET 35 to end zone, Touchback.",2,0,0,DET,Touchback,40113.0,,DET,35,13:16:00,,,,7,3,69.0,,40,75
2018110405,1321,"S.Martin kicks 65 yards from DET 35 to end zone, Touchback.",2,0,0,DET,Touchback,40113.0,,DET,35,04:45:00,,,,7,6,75.0,,40,75
2018110405,1420,"D.Bailey kicks 64 yards from MIN 35 to DET 1. B.Powell to DET 28 for 27 yards (J.Kearse, C.Ham). PENALTY on DET-T.Walker, Offensive Holding, 10 yards, enforced at DET 28.",2,0,0,MIN,Return,38134.0,46830,MIN,35,03:20:00,OH,DET 47,10.0,14,6,64.0,27.0,47,45
2018110405,1838,D.Bailey kicks 49 yards from MIN 35 to DET 16. L.Willson to DET 31 for 15 yards (D.Downs).,2,0,0,MIN,Return,38134.0,40106,MIN,35,00:04:00,,,,17,6,49.0,15.0,34,45
2018110405,1877,"D.Bailey kicks 65 yards from MIN 35 to end zone, Touchback.",3,0,0,MIN,Touchback,38134.0,,MIN,35,15:00:00,,,,17,6,75.0,,40,75
2018110405,3032,"D.Bailey kicks 44 yards from 50 to DET 6. B.Powell to DET 22 for 16 yards (K.Brothers). PENALTY on DET-M.Killebrew, Offensive Holding, 10 yards, enforced at DET 22.",4,0,0,MIN,Return,38134.0,46830,,50,06:57:00,OH,DET 35,10.0,24,6,44.0,16.0,38,60
2018110405,3539,S.Martin kicks onside 14 yards from DET 35 to DET 49. K.Rudolph (didn't try to advance) ran ob at DET 49 for no gain.,4,0,0,DET,Return,40113.0,,DET,35,01:11:00,,,,24,9,14.0,0.0,14,75
2018110406,45,"M.Bosher kicks 65 yards from ATL 35 to end zone, Touchback.",1,0,0,ATL,Touchback,37267.0,,ATL,35,15:00:00,,,,0,0,73.0,,40,45
2018110406,362,"M.Bosher kicks 58 yards from ATL 35 to WAS 7. K.Bibbs to WAS 26 for 19 yards (B.Carter, K.Tandy).",1,0,0,ATL,Return,37267.0,41916,ATL,35,09:46:00,,,,0,7,58.0,19.0,39,45
2018110406,1283,M.Bosher kicks 60 yards from ATL 35 to WAS 5. G.Stroman to WAS 20 for 15 yards (R.Gage).,2,0,0,ATL,Return,37267.0,46310,ATL,35,09:10:00,,,,0,14,60.0,15.0,45,75
2018110406,1577,"D.Hopkins kicks 65 yards from WAS 35 to end zone, Touchback.",2,0,0,WAS,Touchback,40125.0,,WAS,35,03:10:00,,,,7,14,74.0,,40,45
2018110406,1843,"M.Bosher kicks 64 yards from ATL 35 to WAS 1. G.Stroman to WAS 22 for 21 yards (B.Carter, J.Bethel).",2,0,0,ATL,Return,37267.0,46310,ATL,35,00:28:00,,,,7,21,64.0,21.0,43,75
2018110406,2005,"D.Hopkins kicks 65 yards from WAS 35 to end zone, Touchback.",3,0,0,WAS,Touchback,40125.0,,WAS,35,15:00:00,,,,7,21,69.0,,40,45
2018110406,2255,"M.Bosher kicks 59 yards from ATL 35 to WAS 6. G.Stroman to WAS 23 for 17 yards (J.Bethel, B.Carter).",3,0,0,ATL,Return,37267.0,46310,ATL,35,09:58:00,,,,7,28,59.0,17.0,42,75
2018110406,2871,"D.Hopkins kicks 65 yards from WAS 35 to end zone, Touchback.",3,0,0,WAS,Touchback,40125.0,,WAS,35,02:15:00,,,,14,28,74.0,,40,45
2018110406,3532,"M.Bosher kicks 65 yards from ATL 35 to end zone, Touchback.",4,0,0,ATL,Touchback,37267.0,,ATL,35,07:09:00,,,,14,31,65.0,,40,45
2018110406,3722,M.Bosher kicks 62 yards from ATL 35 to WAS 3. G.Stroman to WAS 26 for 23 yards (E.Saubert; K.Tandy).,4,0,0,ATL,Return,37267.0,46310,ATL,35,03:45:00,,,,14,38,62.0,23.0,39,45
2018110407,37,"B.McManus kicks 65 yards from DEN 35 to end zone, Touchback.",1,0,0,DEN,Touchback,40276.0,,DEN,35,15:00:00,,,,0,0,75.0,,40,45
2018110407,250,"K.Fairbairn kicks 65 yards from HOU 35 to end zone, Touchback.",1,0,0,HOU,Touchback,43846.0,,HOU,35,10:53:00,,,,0,7,75.0,,40,75
2018110407,664,"B.McManus kicks 65 yards from DEN 35 to end zone, Touchback.",1,0,0,DEN,Touchback,40276.0,,DEN,35,04:42:00,,,,3,7,75.0,,40,45
2018110407,1204,"K.Fairbairn kicks 65 yards from HOU 35 to end zone, Touchback.",2,0,0,HOU,Touchback,43846.0,,HOU,35,11:05:00,,,,3,13,75.0,,40,45
2018110407,1538,"B.McManus kicks 65 yards from DEN 35 to end zone, Touchback.",2,0,0,DEN,Touchback,40276.0,,DEN,35,05:33:00,,,,10,13,75.0,,40,75
2018110407,2130,"K.Fairbairn kicks 65 yards from HOU 35 to end zone, Touchback.",3,0,0,HOU,Touchback,43846.0,,HOU,35,15:00:00,,,,10,16,75.0,,40,75
2018110407,2640,"B.McManus kicks 65 yards from DEN 35 to end zone, Touchback.",3,0,0,DEN,Touchback,40276.0,,DEN,35,05:57:00,,,,17,16,75.0,,40,45
2018110407,2980,"K.Fairbairn kicks 65 yards from HOU 35 to end zone, Touchback.",4,0,0,HOU,Touchback,43846.0,,HOU,35,14:06:00,,,,17,19,72.0,,40,45
2018110408,46,"C.Sturgis kicks 65 yards from LAC 35 to end zone, Touchback.",1,0,0,LAC,Touchback,40114.0,,LAC,35,15:00:00,,,,0,0,69.0,,40,75
2018110408,441,"S.Janikowski kicks 67 yards from SEA 35 to LAC -2. D.King MUFFS catch, and recovers at LAC 0. D.King to LAC 6 for 6 yards (B.Mingo, S.Luani).",1,0,0,SEA,Muffed,25326.0,44964,SEA,35,06:55:00,,,,7,0,67.0,6.0,59,45
2018110408,792,C.Sturgis kicks 62 yards from LAC 35 to SEA 3. R.Penny to SEA 22 for 19 yards (G.Davis; H.Pullard).,2,0,0,LAC,Return,40114.0,46096,LAC,35,15:00:00,,,,7,6,62.0,19.0,43,45
2018110408,1042,C.Sturgis kicks 65 yards from LAC 35 to SEA 0. R.Penny to SEA 16 for 16 yards (G.Davis; D.Watt).,2,0,0,LAC,Return,40114.0,46096,LAC,35,11:36:00,,,,7,12,65.0,16.0,49,45
2018110408,1893,"C.Sturgis kicks 65 yards from LAC 35 to end zone, Touchback.",2,0,0,LAC,Touchback,40114.0,,LAC,35,01:10:00,,,,7,19,68.0,,40,45
2018110408,2223,S.Janikowski kicks 63 yards from SEA 35 to LAC 2. D.King to LAC 16 for 14 yards (B.Mingo).,3,0,0,SEA,Return,25326.0,44964,SEA,35,15:00:00,,,,10,19,63.0,14.0,49,75
2018110408,3446,"C.Sturgis kicks 63 yards from LAC 35 to SEA 2. T.Lockett to SEA 36 for 34 yards (C.Sturgis). PENALTY on LAC-C.Sturgis, Tripping, 10 yards, enforced at SEA 36.",4,0,0,LAC,Return,40114.0,42412,LAC,35,06:44:00,TRPd,LAC 6,-10.0,10,25,63.0,34.0,19,75
2018110408,3916,S.Janikowski kicks onside 18 yards from SEA 35 to LAC 47. A.Ekeler (didn't try to advance) to LAC 47 for no gain.,4,0,0,SEA,Return,25326.0,,SEA,35,01:50:00,,,,17,25,18.0,0.0,18,45
2018110409,37,"G.Zuerlein kicks 65 yards from LA 35 to end zone, Touchback.",1,0,0,LA,Touchback,38701.0,,LA,35,15:00:00,,,,0,0,69.0,,40,45
2018110409,324,W.Lutz kicks 64 yards from NO 35 to LA 1. B.Countess pushed ob at LA 29 for 28 yards (D.Washington).,1,0,0,NO,Return,43689.0,43485,NO,35,09:25:00,,,,7,0,64.0,28.0,36,75
2018110409,503,"G.Zuerlein kicks 65 yards from LA 35 to end zone, Touchback.",1,0,0,LA,Touchback,38701.0,,LA,35,06:04:00,,,,7,7,69.0,,40,45
2018110409,805,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",1,0,0,NO,Touchback,43689.0,,NO,35,01:40:00,,,,14,7,70.0,,40,75
2018110409,1054,G.Zuerlein kicks 64 yards from LA 35 to NO 1. T.Hill to NO 25 for 24 yards (B.Hager).,2,0,0,LA,Return,38701.0,45244,LA,35,14:12:00,,,,14,14,64.0,24.0,40,75
2018110409,1507,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",2,0,0,NO,Touchback,43689.0,,NO,35,07:35:00,,,,21,14,75.0,,40,45
2018110409,1892,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback. INJURY UPDATE - LA #96, M.Longacre, CONCUSSION PROTOCOL.",2,0,0,NO,Touchback,43689.0,,NO,35,01:06:00,,,,28,14,75.0,,40,45
2018110409,2141,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",2,0,0,NO,Touchback,43689.0,,NO,35,00:26:00,,,,35,14,75.0,,40,45
2018110409,2378,W.Lutz kicks 65 yards from NO 35 to LA 0. B.Countess to LA 23 for 23 yards (V.Biegel; C.Robertson).,3,0,0,NO,Return,43689.0,43485,NO,35,15:00:00,,,,35,17,65.0,23.0,42,75
2018110409,2695,"G.Zuerlein kicks 65 yards from LA 35 to end zone, Touchback.",3,0,0,LA,Touchback,38701.0,,LA,35,09:38:00,,,,35,24,75.0,,40,45
2018110409,3130,"G.Zuerlein kicks 65 yards from LA 35 to end zone, Touchback.",3,0,0,LA,Touchback,38701.0,,LA,35,01:30:00,,,,35,27,73.0,,40,45
2018110409,3499,G.Zuerlein kicks 65 yards from LA 35 to NO 0. T.Hill to NO 25 for 25 yards (M.Kiser).,4,0,0,LA,Return,38701.0,45244,LA,35,09:48:00,,,,35,35,65.0,25.0,40,75
2018110409,3748,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",4,0,0,NO,Touchback,43689.0,,NO,35,06:23:00,,,,38,35,67.0,,40,45
2018110409,3983,W.Lutz kicks 75 yards from NO 20 to LA 5. B.Countess to LA 42 for 37 yards (Z.Line).,4,0,0,NO,Return,43689.0,43485,NO,20,03:52:00,,,,45,35,75.0,37.0,38,30
2018110410,36,"M.Crosby kicks 65 yards from GB 35 to NE 0. C.Patterson to NE 36 for 36 yards (J.Moore). PENALTY on GB-J.Jones, Offside on Free Kick, 5 yards, enforced at NE 36.",1,0,0,GB,Return,32386.0,39975,GB,35,15:00:00,OFK,GB 27,-5.0,0,0,65.0,36.0,24,75
2018110410,343,S.Gostkowski kicks 61 yards from NE 35 to GB 4. B.Breeland to GB 27 for 23 yards (M.Slater; N.Ebner).,1,0,0,NE,Return,30932.0,41331,NE,35,11:40:00,,,,7,0,61.0,23.0,38,45
2018110410,767,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",1,0,0,GB,Touchback,32386.0,,GB,35,05:05:00,,,,7,3,70.0,,40,75
2018110410,1299,"S.Gostkowski kicks 65 yards from NE 35 to end zone, Touchback.",2,0,0,NE,Touchback,30932.0,,NE,35,13:30:00,,,,10,3,66.0,,40,75
2018110410,1859,M.Crosby kicks 62 yards from GB 35 to NE 3. C.Patterson to NE 31 for 28 yards (J.Crawford).,2,0,0,GB,Return,32386.0,39975,GB,35,04:49:00,,,,10,10,62.0,28.0,34,45
2018110410,2108,"S.Gostkowski kicks 65 yards from NE 35 to end zone, Touchback.",2,0,0,NE,Touchback,30932.0,,NE,35,01:57:00,,,,17,10,74.0,,40,75
2018110410,2358,S.Gostkowski kicks 61 yards from NE 35 to GB 4. B.Breeland to GB 24 for 20 yards (B.King; M.Slater).,3,0,0,NE,Return,30932.0,41331,NE,35,15:00:00,,,,17,10,61.0,20.0,41,45
2018110410,2630,"M.Crosby kicks 65 yards from GB 35 to end zone, Touchback.",3,0,0,GB,Touchback,32386.0,,GB,35,11:18:00,,,,17,17,73.0,,40,75
2018110410,3743,"S.Gostkowski kicks 65 yards from NE 35 to end zone, Touchback.",4,0,0,NE,Touchback,30932.0,,NE,35,10:06:00,,,,24,17,74.0,,40,75
2018110410,3941,"S.Gostkowski kicks 65 yards from NE 35 to end zone, Touchback.",4,0,0,NE,Touchback,30932.0,,NE,35,07:20:00,,,,31,17,72.0,,40,75
2018110500,36,"R.Succop kicks 65 yards from TEN 35 to end zone, Touchback.",1,0,0,TEN,Touchback,34707.0,,TEN,35,15:00:00,,,,0,0,75.0,,40,75
2018110500,576,"B.Maher kicks 65 yards from DAL 35 to end zone, Touchback.",1,0,0,DAL,Touchback,40775.0,,DAL,35,06:12:00,,,,7,0,68.0,,40,45
2018110500,1303,"R.Succop kicks 65 yards from TEN 35 to end zone, Touchback.",2,0,0,TEN,Touchback,34707.0,,TEN,35,09:35:00,,,,7,7,70.0,,40,45
2018110500,1670,R.Succop kicks 66 yards from TEN 35 to DAL -1. D.Thompson to DAL 22 for 23 yards (D.Fluellen).,2,0,0,TEN,Return,34707.0,39292,TEN,35,04:11:00,,,,7,14,66.0,23.0,43,45
2018110500,1969,"B.Maher kicks 65 yards from DAL 35 to end zone, Touchback.",2,0,0,DAL,Touchback,40775.0,,DAL,35,00:39:00,,,,14,14,75.0,,40,75
2018110500,2020,B.Maher kicks 65 yards from DAL 35 to TEN 0. D.Jennings to TEN 23 for 23 yards (R.Smith).,3,0,0,DAL,Return,40775.0,42973,DAL,35,15:00:00,,,,14,14,65.0,23.0,42,45
2018110500,2599,"R.Succop kicks 65 yards from TEN 35 to end zone, Touchback.",3,0,0,TEN,Touchback,34707.0,,TEN,35,05:44:00,,,,14,21,75.0,,40,75
2018110500,3473,"R.Succop kicks 65 yards from TEN 35 to end zone, Touchback.",4,0,0,TEN,Touchback,34707.0,,TEN,35,04:38:00,,,,14,28,67.0,,40,45
2018110800,36,"C.Boswell kicks 65 yards from PIT 35 to end zone, Touchback.",1,0,0,PIT,Touchback,41953.0,,PIT,35,15:00:00,,,,0,0,67.0,,40,75
2018110800,259,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",1,0,0,CAR,Touchback,35102.0,,CAR,35,10:29:00,,,,0,7,75.0,,40,45
2018110800,315,"C.Boswell kicks 68 yards from PIT 35 to CAR -3. C.Samuel to CAR 33 for 36 yards (L.Fort; D.Heyward-Bey). PENALTY on CAR-J.Carter, Offensive Holding, 10 yards, enforced at CAR 22.",1,0,0,PIT,Return,41953.0,44852,PIT,35,10:18:00,OH,CAR 56,10.0,7,7,68.0,25.0,53,75
2018110800,390,"C.Boswell kicks 65 yards from PIT 35 to end zone, Touchback.",1,0,0,PIT,Touchback,41953.0,,PIT,35,10:05:00,,,,14,7,67.0,,40,75
2018110800,722,"C.Boswell kicks 65 yards from PIT 35 to end zone, Touchback.",1,0,0,PIT,Touchback,41953.0,,PIT,35,04:35:00,,,,21,7,75.0,,40,75
2018110800,1231,C.Boswell kicks 61 yards from PIT 35 to CAR 4. C.Samuel to CAR 27 for 23 yards (M.Thomas; D.Heyward-Bey).,2,0,0,PIT,Return,41953.0,44852,PIT,35,09:46:00,,,,24,7,61.0,23.0,38,45
2018110800,1521,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",2,0,0,CAR,Touchback,35102.0,,CAR,35,05:04:00,,,,24,14,75.0,,40,75
2018110800,1638,"C.Boswell kicks 65 yards from PIT 35 to end zone, Touchback.",2,0,0,PIT,Touchback,41953.0,,PIT,35,03:08:00,,,,31,14,68.0,,40,45
2018110800,2056,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",3,0,0,CAR,Touchback,35102.0,,CAR,35,15:00:00,,,,31,14,71.0,,40,75
2018110800,2369,C.Boswell kicks 51 yards from 50 to CAR -1. C.Samuel to CAR 30 for 31 yards (M.Hilton).,3,0,0,PIT,Return,41953.0,44852,,50,08:18:00,,,,38,14,51.0,31.0,20,60
2018110800,2758,"C.Boswell kicks 60 yards from PIT 35 to CAR 5. C.Samuel to CAR 19 for 14 yards (R.Nix). FUMBLES (R.Nix), RECOVERED by PIT-A.Chickillo at CAR 9. A.Chickillo to CAR 9 for no gain (C.Samuel).",3,0,0,PIT,Return,41953.0,44852,PIT,35,00:18:00,,,,45,14,60.0,4.0,56,45
2018110800,2865,C.Boswell kicks 63 yards from PIT 35 to CAR 2. C.Samuel to CAR 26 for 24 yards (J.Dangerfield).,4,0,0,PIT,Return,41953.0,44852,PIT,35,14:55:00,,,,52,14,63.0,24.0,39,75
2018110800,3338,G.Gano kicks 61 yards from CAR 35 to PIT 4. R.Switzer ran ob at PIT 14 for 10 yards (C.Samuel).,4,0,0,CAR,Return,35102.0,44946,CAR,35,05:35:00,,,,52,21,61.0,10.0,51,45
2018111100,49,"S.Martin kicks 65 yards from DET 35 to end zone, Touchback.",1,0,0,DET,Touchback,40113.0,,DET,35,15:00:00,,,,0,0,75.0,,40,75
2018111100,279,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback.",1,0,0,CHI,Touchback,41688.0,,CHI,35,11:22:00,,,,6,0,68.0,,40,45
2018111100,841,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback.",1,0,0,CHI,Touchback,41688.0,,CHI,35,00:38:00,,,,13,0,69.0,,40,45
2018111100,1106,C.Parkey kicks 64 yards from CHI 35 to DET 1. T.Jones to DET 19 for 18 yards (T.Mizzell).,2,0,0,CHI,Return,41688.0,41418,CHI,35,11:24:00,,,,19,0,64.0,18.0,46,75
2018111100,1429,"C.Parkey kicks 65 yards from CHI 35 to end zone, Touchback.",2,0,0,CHI,Touchback,41688.0,,CHI,35,08:14:00,,,,26,0,74.0,,40,75
2018111100,1849,S.Martin kicks 64 yards from DET 35 to CHI 1. T.Mizzell to CHI 10 for 9 yards (K.Sheppard).,2,0,0,DET,Return,40113.0,45265,DET,35,01:05:00,,,,26,7,64.0,9.0,55,45
2018111100,1954,C.Parkey kicks 56 yards from CHI 35 to DET 9. T.Jones to DET 30 for 21 yards (D.Bush).,3,0,0,CHI,Return,41688.0,41418,CHI,35,15:00:00,,,,26,7,56.0,21.0,35,45
2018111100,2105,"S.Martin kicks 60 yards from DET 35 to CHI 5. T.Mizzell MUFFS catch, touched at CHI 2, and recovers at CHI 5. T.Mizzell to CHI 19 for 14 yards (K.Sheppard).",3,0,0,DET,Muffed,40113.0,45265,DET,35,13:23:00,,,,26,10,63.0,14.0,46,75
2018111100,2941,C.Parkey kicks 60 yards from CHI 35 to DET 5. T.Jones pushed ob at DET 27 for 22 yards (D.Houston-Carson).,3,0,0,CHI,Return,41688.0,41418,CHI,35,02:50:00,,,,34,10,60.0,22.0,38,45
2018111100,3659,"S.Martin kicks onside 27 yards from DET 35 to CHI 38, impetus ends at DET 48. RECOVERED by DET-N.Bellore.",4,0,0,DET,Kickoff Team Recovery,40113.0,,DET,35,08:29:00,,,,34,16,13.0,,27,45
2018111100,3841,S.Martin kicks onside 43 yards from DET 35 to CHI 22. T.Cohen (didn't try to advance) to CHI 22 for no gain.,4,0,0,DET,Return,40113.0,,DET,35,07:21:00,,,,34,22,43.0,0.0,43,45
2018111101,36,"R.Bullock kicks 65 yards from CIN 35 to end zone, Touchback.",1,0,0,CIN,Touchback,38691.0,,CIN,35,15:00:00,,,,0,0,71.0,,40,75
2018111101,462,W.Lutz kicks 57 yards from NO 35 to CIN 8. A.Erickson to CIN 25 for 17 yards (C.Robertson).,1,0,0,NO,Return,43689.0,43663,NO,35,06:30:00,,,,0,7,57.0,17.0,40,45
2018111101,700,"R.Bullock kicks 65 yards from CIN 35 to end zone, Touchback.",1,0,0,CIN,Touchback,38691.0,,CIN,35,01:56:00,,,,7,7,74.0,,40,75
2018111101,920,W.Lutz kicks 63 yards from NO 35 to CIN 2. A.Erickson pushed ob at CIN 34 for 32 yards (W.Lutz).,2,0,0,NO,Return,43689.0,43663,NO,35,13:33:00,,,,7,14,63.0,32.0,31,75
