gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsResult,kickerId,returnerId,kickBlockerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,passResult,kickLength,playResult,absoluteYardlineNumber
2018101410,3447,"(7:12) (Field Goal formation) B.Maher 55 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.",4,4,6,DAL,Kick Attempt Good,40775.0,,,JAX,37,07:12:00,,,,37,7,,55.0,0,73
2018101412,372,"(9:09) H.Butker 42 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,4,8,KC,Kick Attempt Good,45046.0,,,NE,24,09:09:00,,,,0,0,,42.0,0,86
2018101412,593,"(5:22) S.Gostkowski 48 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",1,4,3,NE,Kick Attempt Good,30932.0,,,KC,30,05:22:00,,,,0,3,,48.0,0,40
2018101412,806,"(3:29) H.Butker 43 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,4,4,KC,Kick Attempt Good,45046.0,,,NE,24,03:29:00,,,,10,3,,43.0,0,86
2018101412,1372,"(6:24) H.Butker 24 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",2,4,6,KC,Kick Attempt Good,45046.0,,,NE,6,06:24:00,,,,17,6,,24.0,0,16
2018101412,2378,"(7:20) S.Gostkowski 24 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",3,4,5,NE,Kick Attempt Good,30932.0,,,KC,5,07:20:00,,,,24,16,,24.0,0,15
2018101412,2645,"(3:40) H.Butker 30 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",3,4,2,KC,Kick Attempt Good,45046.0,,,NE,12,03:40:00,,,,27,16,,30.0,0,98
2018101412,3176,"(10:25) S.Gostkowski 39 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen. NE 3-Gostkowski 350th career FG, 19th all-time.",4,4,6,NE,Kick Attempt Good,30932.0,,,KC,21,10:25:00,,,,27,26,,39.0,0,89
2018101412,3738,"(3:19) S.Gostkowski 50 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen. NE 3-Gostkowski 400th career FGA, 30th all-time.",4,4,5,NE,Kick Attempt Good,30932.0,,,KC,32,03:19:00,,,,37,33,,50.0,0,78
2018101412,4018,"(:03) S.Gostkowski 28 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",4,2,10,NE,Kick Attempt Good,30932.0,,,KC,10,00:03:00,,,,40,40,,28.0,0,100
2018101500,524,"(7:42) M.Crosby 29 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",1,4,9,GB,Kick Attempt Good,32386.0,,,SF,11,07:42:00,,,,7,7,,29.0,0,99
2018101500,1518,"(7:38) M.Crosby 39 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,4,10,GB,Kick Attempt Good,32386.0,,,SF,21,07:38:00,,,,17,14,,39.0,0,31
2018101500,2087,"(:04) R.Gould 46 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",2,4,12,SF,Kick Attempt Good,30403.0,,,GB,28,00:04:00,,,,20,21,,46.0,0,82
2018101500,2277,"(11:21) M.Crosby 51 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",3,4,10,GB,Kick Attempt Good,32386.0,,,SF,33,11:21:00,,,,20,24,,51.0,0,43
2018101500,2489,"(7:04) R.Gould 44 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",3,4,2,SF,Kick Attempt Good,30403.0,,,GB,26,07:04:00,,,,23,24,,44.0,0,84
2018101500,2891,"(13:12) R.Gould 43 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",4,4,4,SF,Kick Attempt Good,30403.0,,,GB,24,13:12:00,,,,23,27,,43.0,0,34
2018101500,3987,"(:03) M.Crosby 27 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",4,2,9,GB,Kick Attempt Good,32386.0,,,SF,9,00:03:00,,,,30,30,,27.0,0,101
2018101800,769,"(5:23) P.Dawson 43 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee.",1,4,4,ARI,Kick Attempt Good,23860.0,,,DEN,25,05:23:00,,,,0,14,,43.0,0,85
2018102100,290,"(9:47) (Field Goal formation) R.Succop 28 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",1,4,5,TEN,Kick Attempt Good,34707.0,,,LAC,9,09:47:00,,,,0,0,,28.0,0,101
2018102100,729,"(1:51) (Field Goal formation) M.Badgley 29 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",1,4,7,LAC,Kick Attempt Good,46342.0,,,TEN,11,01:51:00,,,,7,3,,29.0,0,21
2018102100,941,"(12:55) (Field Goal formation) R.Succop 33 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern.",2,4,2,TEN,Kick Attempt Good,34707.0,,,LAC,15,12:55:00,,,,10,3,,33.0,0,25
2018102100,2640,"(12:33) (Field Goal formation) M.Badgley 28 yard field goal is GOOD, Center-M.Windt, Holder-D.Jones.",4,4,6,LAC,Kick Attempt Good,46342.0,,,TEN,10,12:33:00,,,,17,13,,28.0,0,20
2018102101,1473,"(6:07) (Field Goal formation) J.Tucker 31 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",2,4,3,BAL,Kick Attempt Good,39470.0,,,NO,14,06:07:00,,,,0,0,,31.0,0,96
2018102101,3895,"(2:15) (Field Goal formation) W.Lutz 39 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",4,4,3,NO,Kick Attempt Good,43689.0,,,BAL,21,02:15:00,,,,17,21,,39.0,0,31
2018102102,759,"(3:55) C.Parkey 46 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",1,4,7,CHI,Kick Attempt Good,41688.0,,,NE,28,03:55:00,,,,0,7,,46.0,0,38
2018102102,2915,"(7:52) S.Gostkowski 29 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",3,4,5,NE,Kick Attempt Good,30932.0,,,CHI,11,07:52:00,,,,24,21,,29.0,0,99
2018102103,2004,"(:03) A.Vinatieri 36 yard field goal is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",2,1,10,IND,Kick Attempt Good,21213.0,,,BUF,18,00:03:00,,,,21,0,,36.0,0,28
2018102103,2306,"(7:46) S.Hauschka 34 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.",3,4,14,BUF,Kick Attempt Good,33469.0,,,IND,16,07:46:00,,,,24,0,,34.0,0,94
2018102104,278,"(10:27) K.Fairbairn 44 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",1,4,12,HOU,Kick Attempt Good,43846.0,,,JAX,26,10:27:00,,,,0,0,,44.0,0,36
2018102104,683,"(3:24) K.Fairbairn 48 yard field goal is GOOD, Center-J.Weeks, Holder-T.Daniel.",1,4,5,HOU,Kick Attempt Good,43846.0,,,JAX,29,03:24:00,,,,0,3,,48.0,0,39
2018102105,935,"(:44) H.Butker 53 yard field goal is No Good, Wide Left, Center-J.Winchester, Holder-D.Colquitt.",1,4,17,KC,Kick Attempt No Good,45046.0,,,CIN,35,00:44:00,,,,7,0,,53.0,-8,45
2018102105,2343,"(:11) H.Butker 26 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",2,4,8,KC,Kick Attempt Good,45046.0,,,CIN,8,00:11:00,,,,21,7,,26.0,0,102
2018102105,2920,"(6:20) R.Bullock 33 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber.",3,4,8,CIN,Kick Attempt Good,38691.0,,,KC,15,06:20:00,,,,38,7,,33.0,0,25
2018102106,874,"(12:39) (Field Goal formation) M.Prater 29 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",2,4,1,DET,Kick Attempt Good,31446.0,,,MIA,11,12:39:00,,,,0,7,,29.0,0,99
2018102106,1987,"(8:36) (Field Goal formation) M.Prater 28 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",3,4,10,DET,Kick Attempt Good,31446.0,,,MIA,10,08:36:00,,,,7,17,,28.0,0,100
2018102106,2747,"(10:09) (Field Goal formation) M.Prater 35 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",4,4,4,DET,Kick Attempt Good,31446.0,,,MIA,17,10:09:00,,,,14,26,,35.0,0,27
2018102106,3273,"(2:00) (Field Goal formation) M.Prater 50 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin.",4,4,7,DET,Kick Attempt Good,31446.0,,,MIA,31,02:00:00,,,,21,29,,50.0,0,41
2018102106,3533,"(:53) (Field Goal formation) J.Sanders 46 yard field goal is No Good, Wide Left, Center-J.Denney, Holder-M.Haack.",4,2,10,MIA,Kick Attempt No Good,46298.0,,,DET,28,00:53:00,,,,21,32,,46.0,-8,82
2018102107,1386,"(10:16) D.Bailey 26 yard field goal is GOOD, Center-K.McDermott, Holder-M.Wile.",2,4,8,MIN,Kick Attempt Good,38134.0,,,NYJ,8,10:16:00,,,,7,7,,26.0,0,18
2018102107,2209,"(:47) D.Bailey 42 yard field goal is No Good, Wide Left, Center-K.McDermott, Holder-M.Wile.",2,4,4,MIN,Kick Attempt No Good,38134.0,,,NYJ,24,00:47:00,,,,7,10,,42.0,-8,34
2018102107,2828,"(5:52) D.Bailey 22 yard field goal is GOOD, Center-K.McDermott, Holder-M.Wile.",3,4,4,MIN,Kick Attempt Good,38134.0,,,NYJ,4,05:52:00,,,,7,17,,22.0,0,14
2018102107,3002,"(2:44) J.Myers 55 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",3,4,12,NYJ,Kick Attempt Good,41175.0,,,MIN,37,02:44:00,,,,7,20,,55.0,0,73
2018102107,4206,"(3:26) D.Bailey 43 yard field goal is GOOD, Center-K.McDermott, Holder-M.Wile.",4,4,13,MIN,Kick Attempt Good,38134.0,,,NYJ,25,03:26:00,,,,17,34,,43.0,0,85
2018102108,666,"(2:50) J.Elliott 36 yard field goal is No Good, Wide Right, Center-R.Lovato, Holder-C.Johnston.",1,4,3,PHI,Kick Attempt No Good,44966.0,,,CAR,18,02:50:00,,,,0,0,,36.0,-8,28
2018102108,1273,"(6:40) J.Elliott 46 yard field goal is GOOD, Center-R.Lovato, Holder-C.Johnston.",2,4,6,PHI,Kick Attempt Good,44966.0,,,CAR,28,06:40:00,,,,7,0,,46.0,0,82
2018102109,4292,"(:04) C.Catanzaro 40 yard field goal is No Good, Wide Right, Center-G.Sanborn, Holder-B.Anger.",4,3,8,TB,Kick Attempt No Good,41736.0,,,CLE,22,00:04:00,,,,23,23,,40.0,-8,88
2018102109,4977,"(1:55) C.Catanzaro 59 yard field goal is GOOD, Center-G.Sanborn, Holder-B.Anger.",5,4,15,TB,Kick Attempt Good,41736.0,,,CLE,41,01:55:00,,,,23,23,,59.0,0,69
2018102110,2116,"(9:13) D.Hopkins 21 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",3,4,3,WAS,Kick Attempt Good,40125.0,,,DAL,3,09:13:00,,,,7,7,,21.0,0,13
2018102110,2677,"(12:38) D.Hopkins 25 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",4,4,7,WAS,Kick Attempt Good,40125.0,,,DAL,7,12:38:00,,,,10,7,,25.0,0,103
2018102110,2823,"(9:50) B.Maher 47 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones.",4,4,3,DAL,Kick Attempt Good,40775.0,,,WAS,29,09:50:00,,,,13,7,,47.0,0,39
2018102110,4000,"(:03) B.Maher 52 yard field goal is No Good, Hit Left Upright, Center-L.Ladouceur, Holder-C.Jones.",4,2,13,DAL,Kick Attempt No Good,40775.0,,,WAS,34,00:03:00,,,,20,17,,52.0,-8,44
2018102111,509,"(6:38) G.Zuerlein 35 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",1,4,2,LA,Kick Attempt Good,38701.0,,,SF,17,06:38:00,,,,0,0,,35.0,0,27
2018102111,1245,"(10:08) G.Zuerlein 37 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",2,4,8,LA,Kick Attempt Good,38701.0,,,SF,19,10:08:00,,,,0,12,,37.0,0,91
2018102111,2484,"(8:09) G.Zuerlein 33 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",3,4,4,LA,Kick Attempt Good,38701.0,,,SF,15,08:09:00,,,,7,22,,33.0,0,95
2018102111,2888,"(2:42) R.Gould 51 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",3,4,15,SF,Kick Attempt Good,30403.0,,,LA,33,02:42:00,,,,7,32,,51.0,0,43
2018102200,1668,"(:54) A.Rosas 31 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",2,4,10,NYG,Kick Attempt Good,43937.0,,,ATL,13,00:54:00,,,,7,0,,31.0,0,23
2018102200,1931,"(:08) G.Tavecchio 40 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",2,4,10,ATL,Kick Attempt Good,38851.0,,,NYG,22,00:08:00,,,,7,3,,40.0,0,88
2018102200,2954,"(15:00) G.Tavecchio 50 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",4,4,4,ATL,Kick Attempt Good,38851.0,,,NYG,32,15:00:00,,,,10,6,,50.0,0,78
2018102200,3934,"(2:00) G.Tavecchio 56 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher.",4,4,3,ATL,Kick Attempt Good,38851.0,,,NYG,38,02:00:00,,,,20,12,,56.0,0,72
2018102500,1701,"(3:01) J.Sanders 37 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.",2,4,5,MIA,Kick Attempt Good,46298.0,,,HOU,19,03:01:00,,,,14,7,,37.0,0,29
2018102500,3117,"(:39) J.Sanders 41 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.",3,4,3,MIA,Kick Attempt Good,46298.0,,,HOU,23,00:39:00,,,,28,17,,41.0,0,33
2018102500,3417,"(11:30) J.Sanders 46 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.",4,4,4,MIA,Kick Attempt Good,46298.0,,,HOU,28,11:30:00,,,,35,20,,46.0,0,82
2018102800,466,"(6:56) (Field Goal formation) J.Lambo 50 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.",1,4,2,JAX,Kick Attempt Good,43068.0,,,PHI,33,06:56:00,,,,0,0,,50.0,0,77
2018102800,1080,"(7:46) (Field Goal formation) J.Elliott 31 yard field goal is GOOD, Center-R.Lovato, Holder-C.Johnston.",2,4,13,PHI,Kick Attempt Good,44966.0,,,JAX,13,07:46:00,,,,3,0,,31.0,0,97
2018102800,1303,"(2:48) (Field Goal formation) J.Lambo 57 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.",2,4,6,JAX,Kick Attempt Good,43068.0,,,PHI,39,02:48:00,,,,3,3,,57.0,0,49
2018102800,2772,"(13:14) (Field Goal formation) J.Lambo 33 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.",4,4,10,JAX,Kick Attempt Good,43068.0,,,PHI,15,13:14:00,,,,12,17,,33.0,0,25
2018102800,3234,"(7:00) (Field Goal formation) J.Lambo 24 yard field goal is GOOD, Center-M.Overton, Holder-L.Cooke.",4,4,6,JAX,Kick Attempt Good,43068.0,,,PHI,6,07:00:00,,,,15,24,,24.0,0,16
2018102801,2134,"(:02) G.Gano 54 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",2,1,10,CAR,Kick Attempt Good,35102.0,,,BAL,36,00:02:00,,,,21,7,,54.0,0,74
2018102801,2846,"(3:03) G.Gano 44 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",3,4,2,CAR,Kick Attempt Good,35102.0,,,BAL,26,03:03:00,,,,24,7,,44.0,0,84
2018102801,3801,"(3:14) G.Gano 30 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",4,4,9,CAR,Kick Attempt Good,35102.0,,,BAL,12,03:14:00,,,,33,14,,30.0,0,22
2018102802,363,"(8:03) C.Parkey 40 yard field goal is No Good, Wide Right, Center-P.Scales, Holder-P.O'Donnell.",1,4,4,CHI,Kick Attempt No Good,41688.0,,,NYJ,22,08:03:00,,,,0,0,,40.0,-8,32
2018102802,1017,"(12:03) J.Myers 42 yard field goal is GOOD, Center-T.Hennessy, Holder-L.Edwards.",2,4,2,NYJ,Kick Attempt Good,41175.0,,,CHI,24,12:03:00,,,,7,0,,42.0,0,34
2018102802,2963,"(15:00) C.Parkey 32 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",4,4,2,CHI,Kick Attempt Good,41688.0,,,NYJ,14,15:00:00,,,,14,3,,32.0,0,96
2018102803,2417,"(:06) C.Catanzaro 25 yard field goal is GOOD, Center-G.Sanborn, Holder-B.Anger.",2,4,7,TB,Kick Attempt Good,41736.0,,,CIN,7,00:06:00,,,,27,6,,25.0,0,103
2018102803,3617,"(12:59) C.Catanzaro 38 yard field goal is GOOD, Center-G.Sanborn, Holder-B.Anger.",4,4,3,TB,Kick Attempt Good,41736.0,,,CIN,20,12:59:00,,,,34,16,,38.0,0,90
2018102803,4888,"(:05) R.Bullock 44 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber. Penalty on TB-W.Gholston, Unnecessary Roughness, declined.",4,2,11,CIN,Kick Attempt Good,38691.0,,,TB,26,00:05:00,UNRd,TB 92,0.0,34,34,,44.0,0,36
2018102805,831,"(2:21) H.Butker 24 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",1,4,6,KC,Kick Attempt Good,45046.0,,,DEN,6,02:21:00,,,,0,7,,24.0,0,16
2018102805,1228,"(11:46) B.McManus 55 yard field goal is No Good, Wide Right, Center-C.Kreiter, Holder-C.Wadman.",2,4,8,DEN,Kick Attempt No Good,40276.0,,,KC,37,11:46:00,,,,3,7,,55.0,-8,47
2018102805,4100,"(1:52) B.McManus 36 yard field goal is GOOD, Center-C.Kreiter, Holder-C.Wadman.",4,4,8,DEN,Kick Attempt Good,40276.0,,,KC,18,01:52:00,,,,30,20,,36.0,0,28
2018102806,1518,"(3:23) D.Hopkins 41 yard field goal is No Good, Wide Left, Center-N.Sundberg, Holder-T.Way.",2,4,6,WAS,Kick Attempt No Good,40125.0,,,NYG,23,03:23:00,,,,0,7,,41.0,-8,87
2018102806,1771,"(1:19) A.Rosas 37 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",2,4,3,NYG,Kick Attempt Good,43937.0,,,WAS,18,01:19:00,,,,0,7,,37.0,0,28
2018102806,2514,"(4:56) D.Hopkins 53 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",3,4,9,WAS,Kick Attempt Good,40125.0,,,NYG,35,04:56:00,,,,3,7,,53.0,0,75
2018102806,3045,"(9:57) D.Hopkins 39 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way.",4,4,3,WAS,Kick Attempt Good,40125.0,,,NYG,21,09:57:00,,,,3,10,,39.0,0,31
2018102806,3609,"(4:11) A.Rosas 21 yard field goal is GOOD, Center-Z.DeOssie, Holder-R.Dixon.",4,4,3,NYG,Kick Attempt Good,43937.0,,,WAS,3,04:11:00,,,,3,13,,21.0,0,107
2018102807,315,"(9:15) (Field Goal formation) G.Joseph 34 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",1,4,6,CLE,Kick Attempt Good,46634.0,,,PIT,16,09:15:00,,,,0,0,,34.0,0,26
2018102807,877,"(2:38) (Field Goal formation) G.Joseph 45 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",1,4,12,CLE,Kick Attempt Good,46634.0,,,PIT,27,02:38:00,,,,0,3,,45.0,0,37
2018102807,1149,"(13:33) (Field Goal formation) G.Joseph 41 yard field goal is No Good, Wide Right, Center-C.Hughlett, Holder-B.Colquitt.",2,4,8,CLE,Kick Attempt No Good,46634.0,,,PIT,23,13:33:00,,,,0,6,,41.0,-8,87
2018102807,3355,"(13:33) (Field Goal formation) C.Boswell 42 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",4,4,6,PIT,Kick Attempt Good,41953.0,,,CLE,24,13:33:00,,,,23,12,,42.0,0,86
2018102808,956,"(:03) A.Vinatieri 26 yard field goal is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",1,4,2,IND,Kick Attempt Good,21213.0,,,OAK,8,00:03:00,,,,0,7,,26.0,0,18
2018102808,1984,"(:29) A.Vinatieri 25 yard field goal is GOOD, Center-L.Rhodes, Holder-R.Sanchez.",2,4,4,IND,Kick Attempt Good,21213.0,,,OAK,7,00:29:00,,,,14,10,,25.0,0,103
2018102809,1186,"(10:27) P.Dawson 31 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee.",2,4,10,ARI,Kick Attempt Good,23860.0,,,SF,13,10:27:00,,,,0,2,,31.0,0,97
2018102809,1593,"(4:36) R.Gould 27 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",2,4,7,SF,Kick Attempt Good,30403.0,,,ARI,9,04:36:00,,,,3,2,,27.0,0,19
2018102809,2978,"(13:37) R.Gould 20 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",4,4,2,SF,Kick Attempt Good,30403.0,,,ARI,2,13:37:00,,,,3,12,,20.0,0,108
2018102810,895,"(14:23) M.Crosby 41 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",2,4,3,GB,Kick Attempt Good,32386.0,,,LA,23,14:23:00,,,,0,7,,41.0,0,33
2018102810,2458,"(9:43) M.Crosby 53 yard field goal is GOOD, Center-H.Bradley, Holder-J.Scott.",3,4,11,GB,Kick Attempt Good,32386.0,,,LA,35,09:43:00,,,,8,10,,53.0,0,45
2018102810,3393,"(11:44) G.Zuerlein 43 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",4,4,5,LA,Kick Attempt Good,38701.0,,,GB,25,11:44:00,,,,23,20,,43.0,0,35
2018102810,4011,"(2:09) G.Zuerlein 34 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker.",4,4,13,LA,Kick Attempt Good,38701.0,,,GB,16,02:09:00,,,,26,27,,34.0,0,26
2018102811,1299,"(7:32) W.Lutz 52 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",2,4,3,NO,Kick Attempt Good,43689.0,,,MIN,34,07:32:00,,,,13,7,,52.0,0,76
2018102811,2317,"(8:22) W.Lutz 42 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",3,4,24,NO,Kick Attempt Good,43689.0,,,MIN,24,08:22:00,,,,13,17,,42.0,0,86
2018102811,3052,"(9:39) W.Lutz 42 yard field goal is GOOD, Center-Z.Wood, Holder-T.Morstead.",4,4,9,NO,Kick Attempt Good,43689.0,,,MIN,24,09:39:00,,,,13,27,,42.0,0,34
2018102900,826,"(4:49) S.Gostkowski 25 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",1,4,7,NE,Kick Attempt Good,30932.0,,,BUF,7,04:49:00,,,,0,0,,25.0,0,17
2018102900,1420,"(11:51) S.Gostkowski 40 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",2,4,7,NE,Kick Attempt Good,30932.0,,,BUF,22,11:51:00,,,,0,3,,40.0,0,88
2018102900,1804,"(5:46) S.Gostkowski 38 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",2,4,8,NE,Kick Attempt Good,30932.0,,,BUF,20,05:46:00,,,,0,6,,38.0,0,90
2018102900,2151,"(1:44) S.Hauschka 47 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.",2,4,6,BUF,Kick Attempt Good,33469.0,,,NE,29,01:44:00,,,,0,9,,47.0,0,39
2018102900,2348,"(:10) S.Gostkowski 50 yard field goal is No Good, Wide Right, Center-J.Cardona, Holder-R.Allen. Penalty on NE-L.Guy, Offensive Holding, declined.",2,4,6,NE,Kick Attempt No Good,30932.0,,,BUF,32,00:10:00,OH,NE 93,0.0,3,9,,50.0,-8,78
2018102900,2934,"(7:42) S.Hauschka 51 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Bojorquez.",3,4,8,BUF,Kick Attempt Good,33469.0,,,NE,33,07:42:00,,,,3,9,,51.0,0,77
2018102900,3449,"(2:06) S.Gostkowski 25 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",3,4,7,NE,Kick Attempt Good,30932.0,,,BUF,7,02:06:00,,,,6,9,,25.0,0,17
2018110100,341,"(9:34) D.Carlson 37 yard field goal is GOOD, Center-T.Sieg, Holder-J.Townsend.",1,4,16,OAK,Kick Attempt Good,46236.0,,,SF,19,09:34:00,,,,0,0,,37.0,0,91
2018110100,1910,"(:21) R.Gould 39 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",2,4,8,SF,Kick Attempt Good,30403.0,,,OAK,21,00:21:00,,,,14,3,,39.0,0,89
2018110100,2974,"(13:26) D.Carlson 45 yard field goal is No Good, Hit Right Upright, Center-T.Sieg, Holder-J.Townsend.",4,4,15,OAK,Kick Attempt No Good,46236.0,,,SF,26,13:26:00,,,,31,3,,45.0,-9,84
2018110100,3470,"(4:03) R.Gould 25 yard field goal is GOOD, Center-K.Nelson, Holder-B.Pinion.",4,4,7,SF,Kick Attempt Good,30403.0,,,OAK,7,04:03:00,,,,31,3,,25.0,0,17
2018110400,662,"(5:05) (Field Goal formation) J.Tucker 23 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",1,4,5,BAL,Kick Attempt Good,39470.0,,,PIT,5,05:05:00,,,,0,0,,23.0,0,15
2018110400,1622,"(4:40) (Field Goal formation) J.Tucker 23 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",2,4,3,BAL,Kick Attempt Good,39470.0,,,PIT,5,04:40:00,,,,3,14,,23.0,0,105
2018110400,3610,"(8:29) (Field Goal formation) C.Boswell 29 yard field goal is GOOD, Center-K.Canaday, Holder-J.Berry.",4,4,11,PIT,Kick Attempt Good,41953.0,,,BAL,11,08:29:00,,,,13,20,,29.0,0,21
2018110400,3876,"(5:27) (Field Goal formation) J.Tucker 37 yard field goal is GOOD, Center-M.Cox, Holder-S.Koch.",4,4,5,BAL,Kick Attempt Good,39470.0,,,PIT,19,05:27:00,,,,13,23,,37.0,0,91
2018110401,2989,"(11:06) S.Hauschka 41 yard field goal is GOOD, Center-R.Ferguson, Holder-C.Schmidt.",3,4,7,BUF,Kick Attempt Good,33469.0,,,CHI,23,11:06:00,,,,0,28,,41.0,0,87
2018110401,3172,"(8:16) C.Parkey 23 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",3,4,2,CHI,Kick Attempt Good,41688.0,,,BUF,5,08:16:00,,,,3,28,,23.0,0,15
2018110401,3790,"(13:38) C.Parkey 45 yard field goal is GOOD, Center-P.Scales, Holder-P.O'Donnell.",4,4,9,CHI,Kick Attempt Good,41688.0,,,BUF,27,13:38:00,,,,3,31,,45.0,0,83
2018110403,735,"(2:45) (Field Goal formation) G.Joseph 51 yard field goal is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",1,4,16,CLE,Kick Attempt Good,46634.0,,,KC,33,02:45:00,,,,0,7,,51.0,0,43
2018110403,3417,"(9:30) (Field Goal formation) H.Butker 39 yard field goal is GOOD, Center-J.Winchester, Holder-D.Colquitt.",4,4,9,KC,Kick Attempt Good,45046.0,,,CLE,21,09:30:00,,,,21,34,,39.0,0,89
2018110404,928,"(12:44) (Field Goal formation) J.Sanders 43 yard field goal is GOOD, Center-J.Denney, Holder-M.Haack.",2,4,9,MIA,Kick Attempt Good,46298.0,,,NYJ,25,12:44:00,,,,0,0,,43.0,0,35
